acc,gc,gc3,osc_1_z,osc_1_pval,osc_2_z,osc_2_pval,osc_both_z,osc_both_pval
CP000509,0.7199183002646028,0.9396428265825749,15.2029052563,3.38279418858e-52,-25.0549565377,1.5416751103e-138,1.34992684595,0.177039449413
CP000544,0.6838918750219568,0.8631308022374988,-7.0564322457,1.70831876667e-12,-24.9808250243,9.87925806903e-138,-21.8913655122,3.13967195767e-106
CP000655,0.45372562383126247,0.4058024702512717,14.6555765441,1.24098753824e-48,4.60004467369,4.22400343952e-06,14.7990980071,1.4846010867e-49
CP000724,0.3750533323999396,0.31351658703293744,10.2239605484,1.5488058106e-24,-21.0973082445,8.41945910873e-99,-10.7597771885,5.3298876515e-27
CP000774,0.6284782597567031,0.7680487765216774,41.3150317494,0.0,-110.049978188,0.0,-49.816208329,0.0
CP000822,0.5478411775466502,0.6274189404093083,-8.30616534251,9.88444766694e-17,22.3517652148,1.16063560593e-110,10.7362291273,6.8797294878e-27
CP000879,0.3425629417677404,0.2842026371876244,32.4857980514,1.69228427892e-231,-85.5546692972,0.0,-48.6086199708,0.0
CP000910,0.5673255974465375,0.6067054970060769,14.9662887159,1.2193871019e-50,-17.707655635,3.6600247476e-70,-1.73074192909,0.0834978033303
CP001013,0.6940778574023785,0.9087666522559267,-6.76588377113,1.32497883422e-11,-67.4470144382,0.0,-42.4338470537,0.0
CP001071,0.5686910967164316,0.6786201284562758,-0.945736763335,0.344282866425,-70.7449600198,0.0,-51.9756305033,0.0
CP001100,0.46234782902032884,0.48731147464726493,27.3974828943,2.93860669075e-165,-92.1785566502,0.0,-57.6196449203,0.0
CP001130,0.35033857054899187,0.2869081233267965,12.9187632273,3.52766136543e-38,-103.897735935,0.0,-79.5954208747,0.0
CP001154,0.633751158120906,0.7767714501536805,-23.4244786466,2.40682669777e-121,-39.9355145329,0.0,-44.1611531179,0.0
CP001277,0.41066721736633766,0.3682013705328354,14.0430646917,8.49576785148e-45,-36.9891994315,1.70806071724e-299,-23.5634663843,9.13588980103e-123
CP001341,0.6689329909324039,0.8349624409789558,-24.8096320272,7.05693318784e-136,-5.34039823451,9.27426269634e-08,-23.414551136,3.03808993009e-121
CP001614,0.5179313110288861,0.556005215699012,-45.401055292,0.0,-57.5118459123,0.0,-74.8252360133,0.0
CP001630,0.7414049890260729,0.9647553671768753,-29.4280500398,2.40418756268e-190,-16.4765176424,5.41133628545e-61,-34.4300784773,8.9478071351e-260
CP001650,0.371833934726411,0.31111969513508697,19.8709387311,7.26318734755e-88,-83.901698905,0.0,-56.1371165226,0.0
CP001681,0.4285353544855289,0.42546860753922094,-20.9919335958,7.77190169076e-98,-72.4747548491,0.0,-69.9619112334,0.0
CP001698,0.6244544159101809,0.8090438307496474,-2.41376445691,0.0157886654327,-75.508643764,0.0,-54.6571861852,0.0
CP001712,0.5617904682568607,0.6983525444781286,-21.3160679611,8.05486599261e-101,-79.2266950767,0.0,-75.8010929978,0.0
CP001737,0.713417090621905,0.9166510852392706,-6.50872500781,7.57913200533e-11,-39.4667922208,0.0,-26.695113169,5.36370950157e-157
CP001769,0.514178416818371,0.576869717782485,-16.7352272138,7.25796441568e-63,-66.1701116852,0.0,-61.5733552344,0.0
CP001802,0.6752621956231492,0.8431037767698072,-4.57139583574,4.84486106362e-06,-54.6913981185,0.0,-41.5173913154,0.0
CP001818,0.6448756417479209,0.8578104600057043,-2.17547391441,0.0295946208291,-16.9737569718,1.28445176443e-64,-10.4451301425,1.54243685566e-25
CP001842,0.331376821145839,0.1936647196231395,25.8865132803,9.44805246919e-148,-19.7496639511,8.07533714197e-87,0.462566499889,0.643675125741
CP001874,0.7260230575336428,0.9540019169825659,6.13640399448,8.44103360368e-10,8.34272280074,7.25992095207e-17,8.78326327734,1.58798888146e-18
CP001964,0.7443180484377416,0.9530341054217772,-11.2679762629,1.88860865704e-29,-11.4248076414,3.14350901573e-30,-14.4402121631,2.88951308943e-47
CP001998,0.5402058242073453,0.6087211446535926,10.5115700124,7.64107486765e-26,-34.3323125649,2.58670806853e-258,-19.5321125695,5.85658505343e-85
CP002021,0.6457878438149762,0.7999513502779985,-44.6831690675,0.0,-83.3686686602,0.0,-90.5077793039,0.0
CP002046,0.344094034505972,0.23191173186087088,21.8018796408,2.22682410559e-105,-37.3819425666,7.67931210124e-306,-16.9151571076,3.47887699306e-64
CP002085,0.6633138995952846,0.8638433527947103,-42.1903095077,0.0,-70.7693811759,0.0,-77.3078883767,0.0
CP002130,0.3656548483453169,0.29556772908366535,7.97884371184,1.47710462378e-15,-4.39079002319,1.12939564485e-05,1.50062042239,0.133453766073
CP002171,0.3465011453110498,0.2766663792360093,6.47942095408,9.20752884017e-11,-53.0767846486,0.0,-33.6419742508,4.08548245298e-248
CP002292,0.6319508720129303,0.7777586619724555,36.360525938,1.79165287795e-289,-100.722932557,0.0,-43.1355894225,0.0
CP002347,0.3608778935555552,0.323593167303139,-7.70386099842,1.3201544787e-14,-58.3086712085,0.0,-54.4620727474,0.0
CP002364,0.5976309946150381,0.7469391561529956,-36.0514508257,1.30879478326e-284,-81.2722702369,0.0,-82.3131219197,0.0
CP002403,0.4541809768230922,0.4757016497512265,-23.1427547476,1.71971869973e-118,-51.4935557384,0.0,-55.7503603434,0.0
CP002453,0.3437020163671644,0.24435533286278283,30.4058724644,4.59389323977e-203,-52.0119442571,0.0,-22.8470474304,1.56357933679e-115
CP002511,0.3193868324571911,0.22731416279803376,16.4348181352,1.07747451094e-60,-49.5957357344,0.0,-28.4464222729,5.39585326127e-178
CP002542,0.37032074734826975,0.30261239030937925,61.3092694671,0.0,-139.423885429,0.0,-80.0984267453,0.0
CP002548,0.28562652897750646,0.20245298713160342,29.264633348,2.92495657713e-188,-42.6623196726,0.0,-16.4551205548,7.70682815948e-61
CP002628,0.6100735903864921,0.7482529593895774,-1.81089549027,0.0701570308116,-58.9893172003,0.0,-48.8783129831,0.0
CP002683,0.4267406404137122,0.3800570222857741,42.0969348024,0.0,-39.8627619887,0.0,-4.41409483367,1.01433490463e-05
CP002745,0.6102461132966255,0.7606240846970211,-29.8129680469,2.65303556423e-195,-78.9522084089,0.0,-75.4507684491,0.0
CP002831,0.46571824310298143,0.48129163531405966,16.4729317958,5.74188746189e-61,-58.9623080297,0.0,-43.2024354131,0.0
CP002959,0.5388488605373853,0.6215790326043154,-0.433505699302,0.664647426519,-60.0164751593,0.0,-48.266254534,0.0
CP003051,0.666063570674435,0.8427816303768003,22.2384745752,1.45830130806e-109,-77.5053551115,0.0,-32.1166775118,2.5795368808e-226
CP003154,0.6344688573401801,0.7757974414502536,17.8300855983,4.12788690784e-71,-120.609767287,0.0,-74.8920442538,0.0
CP003236,0.6864618026106204,0.8516721135723055,39.1564676544,0.0,-78.3996095534,0.0,-15.7819896957,4.13931240082e-56
CP003283,0.38258462188721776,0.35173453869072857,26.988133945,2.03678188948e-160,-78.3958496589,0.0,-47.693222708,0.0
CP003360,0.5074634881237468,0.5462788734399951,15.9412234016,3.27871517466e-57,-162.038842109,0.0,-115.882319446,0.0
CP003488,0.4278039587643238,0.3717241172581588,6.13682506547,8.41870012005e-10,50.3082863034,0.0,45.7616063485,0.0
CP003557,0.41967010043652975,0.4458353001972661,22.0976063779,3.33271756502e-108,-149.219049924,0.0,-110.459633316,0.0
CP003607,0.4831715769190014,0.47961187591993515,58.65395412,0.0,-66.2191928349,0.0,-14.22839195,6.10699467561e-46
CP003653,0.37114859580208936,0.23714601969951962,65.7863836005,0.0,-64.3956868152,0.0,-9.71457289216,2.61342368992e-22
CP003837,0.41359856240451104,0.3573864055037145,-7.31597555482,2.55518179086e-13,38.1600750102,0.0,25.2844457848,4.73679094057e-141
CP003940,0.3991095717349888,0.3427514963678667,-2.17830177301,0.0293835772651,-31.8665709425,7.75992521348e-223,-31.0177808187,3.10403380349e-211
CP003985,0.4611935777207518,0.44584133050367375,-7.31610802026,2.55266207111e-13,-61.7447373574,0.0,-55.1923411319,0.0
CP004393,0.665997308057792,0.849855823163157,59.3268545981,0.0,-102.041781411,0.0,-23.3621769291,1.03647148746e-120
CP006745,0.4126795295100983,0.3121680649458725,3.19381168737,0.00140407674636,7.77741667299,7.40204932643e-15,8.76070794281,1.94027916493e-18
CP007031,0.6861564797665152,0.8768576988031427,-1.68793695878,0.091423331037,-70.6917919837,0.0,-49.0994390373,0.0
CP007128,0.7292568298758993,0.949360818339822,19.6883562298,2.71353002981e-86,-54.0919040644,0.0,-9.50432009193,2.01359068896e-21
CP007215,0.5503256327211973,0.627285903591577,-11.2166541353,3.37810698549e-29,16.5768346941,1.02486640533e-61,4.29583101831,1.74040123019e-05
CP007490,0.518740475445059,0.5203081466435935,27.541817299,5.54584859711e-167,-16.7869247685,3.04204490883e-63,4.55563727472,5.22269940411e-06
CP008876,0.4369594039802094,0.4050267607543369,-0.76287512438,0.445537872833,-56.5414900356,0.0,-45.4199309976,0.0
CP009217,0.31657723607040483,0.19634432706696325,-18.2677974551,1.49358507755e-74,11.6518656822,2.24489468691e-31,-2.40567834211,0.0161424707386
CP009621,0.4844620561861646,0.5249718887485854,-12.9884704452,1.42241418975e-38,-17.1089371155,1.27301299633e-65,-22.5993007743,4.40288034871e-113
CP010427,0.32617991853682204,0.2138155521510145,10.5044168496,8.24306796146e-26,13.5425606656,8.76783893022e-42,18.0740633616,5.10143153834e-73
CR522870,0.4774580535425782,0.4824238288758859,-10.7692572703,4.8086460569e-27,-31.9981333336,1.15760034066e-224,-34.9574831504,9.96670724568e-268
FM178379,0.4002548197146653,0.3115001291469553,16.2373441767,2.74555932081e-59,32.6451540415,9.38813478573e-234,37.7923489943,0.0
FO538765,0.6022496842710559,0.7314003917586209,-18.7466238273,2.06277932421e-78,-80.4750364444,0.0,-74.2337398121,0.0
FP929041,0.3817016782973843,0.32901034472258595,1.48921959044,0.136429553701,-47.7278406132,0.0,-37.7215705934,0.0
FP929061,0.37749580697040375,0.31646218727256326,10.0658021823,7.8246819521e-24,-81.0156340188,0.0,-58.5888938029,0.0
HE804045,0.7263853641617779,0.9408041217018347,-22.0086010303,2.38230059424e-107,-25.7121458165,8.55007949024e-146,-31.4152867858,1.25127308677e-216
HG793133,0.28343267473662265,0.1622889161569286,16.5504193271,1.58991398404e-61,-13.0913766372,3.68861230815e-39,-0.154375421749,0.877313731939
AE000512,0.4646011006727097,0.5254215662609055,71.0146356601,0.0,-137.446432144,0.0,-60.3262895552,0.0
AE001273,0.4173422983328902,0.3431861039632746,20.7066076169,3.01989264343e-95,-51.61607587,0.0,-27.1985087526,6.76410680734e-163
AE004091,0.6725326583651025,0.878743299136474,-16.626615912,4.47146488794e-62,-114.052787121,0.0,-73.6332649101,0.0
AE005674,0.5213452028340662,0.5606161157995259,-8.51267972784,1.69959034763e-17,18.1920053524,5.9714800189e-74,7.95500142032,1.79129453569e-15
AE008692,0.4783040375928473,0.45033855618702695,9.95704216993,2.34948790895e-23,-34.3619907816,9.3254416454e-259,-23.4718182771,7.91576179979e-122
AE013218,0.26365609063986933,0.12412520317861658,8.04621502804,8.53939005294e-16,-40.2428871032,0.0,-29.3588203815,1.84388410883e-189
AE015928,0.4396745019498862,0.44934245071941037,17.5820841792,3.37923194081e-69,-113.256991488,0.0,-79.6788341706,0.0
AE016830,0.38181540490517335,0.3033486182061028,47.0519517535,0.0,-46.1628790968,0.0,-10.5285812154,6.37886448609e-26
AE017198,0.3503963637347474,0.24117851599935544,42.3250919552,0.0,12.1587108274,5.15660221928e-34,37.5109139181,6.11499797389e-308
AE017285,0.6353530661438876,0.780466201985313,-62.3663339628,0.0,-38.693304855,0.0,-72.2776737442,0.0
AL111168,0.30876430805863764,0.1911622793140543,49.1802546968,0.0,-78.408055849,0.0,-37.6173477106,1.11896845355e-309
AM180252,0.34807466529859216,0.18279258687564315,-6.59768647783,4.17623241691e-11,-16.2149650089,3.95302682822e-59,-20.0049291533,4.98894598183e-89
AM406670,0.6833803000603231,0.8793984147517747,-16.3261564865,6.431036497e-60,-71.9408659439,0.0,-61.1968237595,0.0
AM747720,0.6746080524807326,0.8745464418156129,56.4282746707,0.0,-91.5459631785,0.0,-9.32444545112,1.1156546747e-20
AP006725,0.5886991020875549,0.7141023758744681,-4.83560332962,1.32742397173e-06,30.9735707884,1.22367734488e-210,18.7553348958,1.75111238581e-78
AP008955,0.4798820093208698,0.5075428432177529,6.54462237891,5.96459046894e-11,-107.348392248,0.0,-84.2081968797,0.0
AP009179,0.44808740322169555,0.48460705152413647,-13.061146609,5.48946950022e-39,-70.9533102799,0.0,-68.0271185562,0.0
AP010656,0.338522153290761,0.2396957596501236,9.67296324868,3.92835564087e-22,-50.2543013869,0.0,-33.9497676462,1.229420248e-252
AP011529,0.31135297184567257,0.21677080261431833,29.9598589421,3.27372538315e-197,-49.1623129529,0.0,-23.6452969773,1.31942444811e-123
AP012035,0.6833400460913468,0.8560904510936724,38.5671789085,0.0,-69.3332186371,0.0,-16.5077603203,3.22636707763e-61
AP012052,0.7050663779581839,0.9038103148334098,29.4187840765,3.158706259e-190,-62.2590513031,0.0,-15.9203922436,4.57499817483e-57
AP012205,0.48693833584866913,0.49725165012733646,-9.80080453281,1.11692439889e-22,-27.5253376413,8.73545945895e-167,-25.9232899431,3.63895779404e-148
AP012319,0.7138818869987676,0.9182175726053321,39.3516316515,0.0,-25.1915112555,4.96257772991e-140,20.7517792198,1.18137768035e-95
AP012338,0.7331149115745128,0.9482978045031665,23.2669620661,9.58102637135e-120,-50.2201214982,0.0,-5.01032719299,5.43375718835e-07
AP013063,0.6136395602590782,0.7811916239534215,-1.10658030343,0.268475427018,-31.8364158928,2.02955356655e-222,-21.0355337077,3.10262397624e-98
AP014583,0.3269853942200925,0.21082646239335145,32.4527816653,4.94864004915e-231,-24.5409211196,5.40662880684e-133,-2.27536263843,0.0228841847001
BA000012,0.63586764081016,0.7979748586812354,12.3984144874,2.66545465938e-35,-111.034168628,0.0,-68.659346936,0.0
BA000045,0.6298453406067768,0.7702691441172144,-40.0404546285,0.0,-111.603330847,0.0,-109.380371544,0.0
BX908798,0.36170784888853913,0.26626445480506034,65.9536082508,0.0,-65.9089480845,0.0,-13.5011219543,1.54012700415e-41
CP000061,0.2862611376005394,0.19426877241027188,22.0449991585,1.06682468985e-107,-35.7847288468,1.9085136324e-280,-17.9451582305,5.23612370686e-72
CP000107,0.3104652294000956,0.18788239374107152,-18.2545655465,1.90318713002e-74,1.73389909966,0.0829359876558,-10.5170906158,7.20645300909e-26
CP000127,0.513740468133309,0.5236941548247879,-1.89474091498,0.0581267343586,-11.8319014619,2.670234343e-32,-10.5178560481,7.14815974741e-26
CP000154,0.4691894185237652,0.4721245257696696,-22.0727177986,5.78101185471e-108,-54.1409545896,0.0,-60.4101124029,0.0
CP000232,0.5706074878970236,0.6587165920861046,-15.1560692496,6.90819150392e-52,-4.25777288665,2.06473548907e-05,-12.8999536357,4.50368061391e-38
CP000251,0.7494502408656927,0.972343823751456,5.29342090923,1.20049174939e-07,-36.6627810839,2.86326591416e-294,-9.48525512692,2.41790875504e-21
CP000282,0.466309784507756,0.44841041347204935,-22.3406923376,1.48720480677e-110,-18.8837670543,1.55117754718e-79,-29.8813741635,3.43588228652e-196
CP000360,0.5898851927213626,0.7192985494437245,30.1232133283,2.40669982279e-199,-100.76678974,0.0,-56.3378959922,0.0
CP000393,0.36832029462704247,0.25470575318686717,43.376192552,0.0,-52.2496780928,0.0,-13.5033558099,1.49412261424e-41
CP000449,0.6317199841727881,0.7572212003881862,30.0918728096,6.1896659929e-199,-31.7463565272,3.565021479e-221,-2.98948152444,0.0027945134737
CP000474,0.6287107979479573,0.7542904414417698,-5.70600321547,1.15659814127e-08,-26.9842095625,2.26464982187e-160,-23.9249837273,1.6834486928e-126
CP000510,0.4142706652379176,0.36308280815040717,-12.1183527346,8.44392286688e-34,45.1379071246,0.0,25.8287027408,4.2219406715e-147
CP000555,0.6945508263943289,0.9050714110750829,5.50708423872,3.64825712207e-08,-65.6935263574,0.0,-29.2888293791,1.43918127233e-188
CP000667,0.6991731004097996,0.8620988770834117,-20.5888211034,3.4567768746e-94,-7.54809484451,4.41671250134e-14,-22.4823896285,6.17257643311e-112
CP000747,0.7171859115179123,0.9431111524462162,46.7377674215,0.0,-42.5435976747,0.0,19.3356329257,2.69342681418e-83
CP000781,0.680246048461197,0.8699390950337534,-7.89887665514,2.81428201794e-15,-67.7702964148,0.0,-52.0951533862,0.0
CP000828,0.4848538908123442,0.4750221280254066,44.6806426242,0.0,-20.0623570829,1.57441149528e-89,13.2741126571,3.27123072065e-40
CP000884,0.6736117021943429,0.8609298904271139,-76.0162532683,0.0,-79.3554539381,0.0,-105.431191955,0.0
CP000922,0.4211542356044093,0.38038805930667796,2.42206379507,0.0154326410403,-49.0461444607,0.0,-37.7852846568,0.0
CP001016,0.5836579241973641,0.6658423132624758,27.6824376283,1.13624486277e-168,-89.9525579504,0.0,-55.2214312613,0.0
CP001080,0.32084590074033453,0.22511543671088,38.9615081557,0.0,-57.3145378017,0.0,-25.9382163315,2.46963632694e-148
CP001102,0.3617610342739194,0.26859971039460284,-8.91642361939,4.81588665084e-19,0.0583758681656,0.953449236399,-6.72556062271,1.74917646252e-11
CP001132,0.5963099841222087,0.6919158522304844,-40.134425027,0.0,-73.4390895654,0.0,-82.1253336917,0.0
CP001157,0.6660049589995833,0.8556093484337627,-17.9736218737,3.13558761328e-72,-120.112779676,0.0,-86.9724283345,0.0
CP001279,0.33638882310697293,0.2702757000679978,9.7885471878,1.26094590997e-22,-37.6460024686,3.80343803353e-310,-26.3739637251,2.72627656057e-153
CP001357,0.28249120865197275,0.15724357874926412,-12.5892470449,2.41970433383e-36,-52.8760480405,0.0,-54.3430407022,0.0
CP001616,0.49901291909450823,0.510229899801326,-10.8957858379,1.20719883293e-27,6.30799325925,2.82676523717e-10,-2.63919613673,0.00831028855083
CP001631,0.6848877432898204,0.8271970461677575,8.51529995107,1.66159652042e-17,-50.9668530477,0.0,-30.8379674122,8.12203379556e-209
CP001654,0.5631294685348739,0.6588620231876248,-20.4256594636,9.8913972482e-93,-24.9980229425,6.42364249845e-138,-33.7239972791,2.57233371562e-249
CP001682,0.5142792486021772,0.4951697027311734,-23.6098075258,3.05634938108e-123,-17.549970643,5.95107695364e-69,-29.4149541801,3.53585801319e-190
CP001699,0.4629834067508879,0.48019834345186796,-53.8794534557,0.0,-53.6318439513,0.0,-79.2660352284,0.0
CP001715,0.6441597992335606,0.7976488819230162,2.20209427104,0.0276586500844,-102.044901216,0.0,-75.3720829693,0.0
CP001738,0.723458468027001,0.9344376141855092,-22.9017162854,4.46677001511e-116,-1.04297739269,0.296958763339,-21.8187254897,1.54094239432e-105
CP001778,0.6878046177266195,0.8888702365334307,-47.6882981088,0.0,-48.311010647,0.0,-62.1547197462,0.0
CP001804,0.7001839891891123,0.8979464723936952,-85.1061307199,0.0,-95.6447040909,0.0,-127.271386016,0.0
CP001819,0.7221255171194192,0.9373598972369847,-3.36533679151,0.000764502802979,-23.0779495122,7.71083361991e-118,-14.5157577714,9.6287708669e-48
CP001848,0.5800964137038104,0.6538050270559269,37.0979115544,3.03592094848e-301,-138.209052863,0.0,-86.7671100981,0.0
CP001896,0.6503930626011356,0.8122566459369426,2.19114154675,0.0284415510017,-92.0388266412,0.0,-61.6218402582,0.0
CP001965,0.5830305694876747,0.7220658039399851,-37.2426389877,1.3940852281e-303,-95.1897719466,0.0,-95.7689214401,0.0
CP002000,0.7193665741187514,0.9344195038609822,19.817683474,2.0953440275e-87,-48.6030582043,0.0,-5.50972878549,3.59387004953e-08
CP002026,0.6855199842021552,0.893568089926304,20.6110805574,2.18303788626e-94,-69.3648197162,0.0,-28.0716656736,2.17319221922e-173
CP002048,0.5167457590138003,0.5746644676562214,6.42172567262,1.34738076402e-10,-50.9141960147,0.0,-35.3917605905,2.28619639298e-274
CP002102,0.6893266409315721,0.8851748390177996,50.5038115356,0.0,-77.4161701751,0.0,-1.53486617215,0.124816704374
CP002131,0.47934553586235173,0.5376079500214369,4.66448581678,3.09389669206e-06,-65.3513764764,0.0,-43.4993432151,0.0
CP002175,0.30692912944204764,0.15401435755918533,64.8016416834,0.0,-25.504375874,1.76279579218e-143,24.484747636,2.14748200681e-132
CP002305,0.41000636494405024,0.3881819290613729,43.8626306374,0.0,-46.6661666056,0.0,-8.952185006,3.48514232113e-19
CP002349,0.3615028078391916,0.2963916113315341,38.9327716365,0.0,-51.003362246,0.0,-18.0819061713,4.42516595783e-73
CP002371,0.36655626054259555,0.2605999844841888,4.87052753325,1.11300689889e-06,-38.5288883815,0.0,-30.0716991005,1.13635569749e-198
CP002432,0.5689745883197693,0.684823922219189,-40.4953275644,0.0,-36.3444354456,3.21719500286e-289,-56.5404845726,0.0
CP002455,0.36765932817402386,0.309780832841199,28.4523756001,4.55421608442e-178,-116.122141134,0.0,-85.1650571912,0.0
CP002512,0.43174105930065587,0.41435115061043487,36.1214151083,1.04602217829e-285,37.3890197382,5.8929544469e-306,57.011459921,0.0
CP002543,0.34810932109723014,0.23923890081183352,70.0032354729,0.0,-75.8388498968,0.0,-29.5583119419,5.13529750091e-192
CP002563,0.35998655170719857,0.25742434580434426,35.5895864505,2.03014357574e-277,-38.528311864,0.0,-8.17176199668,3.03917647115e-16
CP002629,0.5435386319107249,0.6240940250378535,-3.70992852417,0.00020731776953,-40.4640999968,0.0,-35.4516207455,2.7385796877e-275
CP002690,0.3435857785605895,0.26476741334845133,32.3453005459,1.6153294839e-229,-66.2698507416,0.0,-35.6891270295,5.82946879988e-279
CP002776,0.4760351537268639,0.45749922440796476,10.1745018423,2.57715271223e-24,38.9257721136,0.0,38.3831068152,0.0
CP002858,0.38827833752043317,0.36650681123158185,-1.74177731725,0.0815474172454,-76.089590694,0.0,-59.4274473277,0.0
CP002961,0.3672860280448031,0.2833196180770835,32.0584679412,1.67303475278e-225,-58.6032828959,0.0,-28.0245807671,8.15405128119e-173
CP003075,0.6198739714687391,0.7534650173089762,-0.143517484374,0.885881503654,-108.585018893,0.0,-83.1167710117,0.0
CP003156,0.4076936812836407,0.3673946520145311,20.5706216937,5.0316884582e-94,-55.5956718278,0.0,-32.3011034635,6.74967877553e-229
CP003255,0.6174766802524909,0.7952779522796236,15.3387484616,4.21238133048e-53,-92.3548419335,0.0,-51.0170660376,0.0
