acc,gc,gc3,osc_1_z,osc_1_pval,osc_2_z,osc_2_pval,osc_both_z,osc_both_pval
CP000230,0.6622089736850888,0.8195482292321247,8.05822900652,7.74077011311e-16,-58.2767802407,0.0,-42.1896772569,0.0
CP000249,0.7065436814200738,0.8664099336337266,-22.1457647086,1.14599865215e-108,-28.9161871562,7.47326493954e-184,-37.3019994723,1.52307341861e-304
CP000270,0.6347388300822911,0.7866642380886134,7.99398280113,1.30647994897e-15,-98.8426511305,0.0,-71.8222190472,0.0
CP000356,0.659866061844522,0.8159787272014843,24.5763083916,2.2639864739e-133,-85.8618933589,0.0,-55.9184630538,0.0
CP000390,0.6166465256413678,0.739364797965004,6.81155977369,9.65461663706e-12,-89.2336568783,0.0,-64.6412183696,0.0
CP000448,0.4577264142807687,0.4662108717760231,-28.8513486481,4.87327774944e-183,-16.1503928184,1.12840801638e-58,-32.466346143,3.18482922982e-231
CP000473,0.6252864167585569,0.7754134680132427,-14.4010964473,5.09290920806e-47,-120.391161693,0.0,-106.879046902,0.0
CP000509,0.7199183002646028,0.9396428265825749,4.92159044635,8.58437128204e-07,-20.3232761743,8.0051614844e-92,-8.75420442648,2.05548233946e-18
CP000544,0.6838918750219568,0.8631308022374988,-26.0837292302,5.57744705003e-150,-22.6545758912,1.25749148151e-113,-34.3471486883,1.55346241799e-258
CP000655,0.45372562383126247,0.4058024702512717,6.09647956373,1.08429804143e-09,8.67761040051,4.04170815482e-18,10.9024474719,1.12198048009e-27
CP000724,0.3750533323999396,0.31351658703293744,-1.15801292125,0.246858763452,0.875886899404,0.381091522135,-0.137227653226,0.890850853561
CP000774,0.6284782597567031,0.7680487765216774,26.992587669,1.80579127567e-160,-109.290147826,0.0,-75.0446318763,0.0
CP000822,0.5478411775466502,0.6274189404093083,-24.3044443859,1.75930222655e-130,15.462961899,6.16952144449e-54,-0.866315928155,0.386316933785
CP000879,0.3425629417677404,0.2842026371876244,24.3206252245,1.18632081472e-130,-57.8945217432,0.0,-36.25165169,9.35906948233e-288
CP000910,0.5673255974465375,0.6067054970060769,7.88848447191,3.05878277534e-15,-17.8973912597,1.23576526165e-71,-10.4321739618,1.76796289148e-25
CP001013,0.6940778574023785,0.9087666522559267,-42.0147776235,0.0,-68.8054619104,0.0,-80.1156435172,0.0
CP001071,0.5686910967164316,0.6786201284562758,-16.4425937757,9.47743719319e-61,-46.67695057,0.0,-49.5719594104,0.0
CP001100,0.46234782902032884,0.48731147464726493,18.5350608439,1.0766791454e-76,-75.6258607803,0.0,-57.3973032097,0.0
CP001130,0.35033857054899187,0.2869081233267965,11.9994450664,3.5768657283e-33,-81.2709040019,0.0,-68.748359418,0.0
CP001154,0.633751158120906,0.7767714501536805,-50.0922158277,0.0,-45.8532274438,0.0,-70.2597365405,0.0
CP001277,0.41066721736633766,0.3682013705328354,-3.56121786092,0.000369138628022,-25.866912778,1.5701565437e-147,-23.8346638273,1.4606065658e-125
CP001341,0.6689329909324039,0.8349624409789558,-40.4391818482,0.0,-5.55334097252,2.80260634231e-08,-33.6314104827,5.83038797165e-248
CP001614,0.5179313110288861,0.556005215699012,-47.388999725,0.0,-65.3163636505,0.0,-90.3193567734,0.0
CP001630,0.7414049890260729,0.9647553671768753,-56.5112458238,0.0,-16.5357033602,2.02994810589e-61,-56.7716745039,0.0
CP001650,0.371833934726411,0.31111969513508697,10.8073908203,3.17574433391e-27,-57.6785992721,0.0,-43.1033796799,0.0
CP001681,0.4285353544855289,0.42546860753922094,-26.0716551196,7.64504516845e-150,-60.8249042849,0.0,-76.7252939652,0.0
CP001698,0.6244544159101809,0.8090438307496474,-7.24239924443,4.40815906752e-13,-62.0195530856,0.0,-50.3870647957,0.0
CP001712,0.5617904682568607,0.6983525444781286,-28.2208372063,3.24612276377e-175,-74.4858683516,0.0,-73.007423535,0.0
CP001737,0.713417090621905,0.9166510852392706,-46.8212487973,0.0,-36.8484517798,3.09637863924e-297,-59.614416514,0.0
CP001769,0.514178416818371,0.576869717782485,-31.6764148946,3.28291674224e-220,-62.7849559863,0.0,-74.5696972961,0.0
CP001802,0.6752621956231492,0.8431037767698072,-24.5762392031,2.26784578492e-133,-54.9583014753,0.0,-58.4631245785,0.0
CP001818,0.6448756417479209,0.8578104600057043,-18.0397665539,9.49441404677e-73,-7.02361809878,2.16195242997e-12,-19.3974167308,8.11479013892e-84
CP001842,0.331376821145839,0.1936647196231395,13.772691417,3.72088432098e-43,-9.44088944555,3.6962828134e-21,2.15626857277,0.0310626997645
CP001874,0.7260230575336428,0.9540019169825659,-19.7490850641,8.16842767248e-87,9.65069543222,4.8823495387e-22,-10.3865110879,2.85610191405e-25
CP001964,0.7443180484377416,0.9530341054217772,-24.436276224,7.04210124978e-132,-9.78408588875,1.31780656251e-22,-26.9984616514,1.54065960685e-160
CP001998,0.5402058242073453,0.6087211446535926,-8.83146368789,1.03314738635e-18,-31.3929774612,2.52306754392e-216,-33.8266582055,8.00081233855e-251
CP002021,0.6457878438149762,0.7999513502779985,-71.9554569689,0.0,-83.582226235,0.0,-114.884440732,0.0
CP002046,0.344094034505972,0.23191173186087088,10.3425838744,4.52178204982e-25,-31.50539125,7.32839399157e-218,-19.2961822395,5.78270571723e-83
CP002085,0.6633138995952846,0.8638433527947103,-80.6161942101,0.0,-71.9049829137,0.0,-108.53497398,0.0
CP002130,0.3656548483453169,0.29556772908366535,5.12885872104,2.91503998533e-07,1.3427266346,0.179360506996,4.86527939035,1.14295235136e-06
CP002171,0.3465011453110498,0.2766663792360093,-0.641825213984,0.52098667646,-35.2259150582,8.02227295065e-272,-34.9531075312,1.16153360398e-267
CP002292,0.6319508720129303,0.7777586619724555,25.6872782804,1.62159253848e-145,-84.4169825778,0.0,-54.0000128421,0.0
CP002347,0.3608778935555552,0.323593167303139,-14.5375286068,7.00772855815e-48,-46.2573051173,0.0,-52.4732842198,0.0
CP002364,0.5976309946150381,0.7469391561529956,-47.5125396368,0.0,-72.1973366589,0.0,-89.2524318438,0.0
CP002403,0.4541809768230922,0.4757016497512265,-21.1645058126,2.02877882281e-99,-47.0663427601,0.0,-57.6786803056,0.0
CP002453,0.3437020163671644,0.24435533286278283,28.8628326125,3.49724651463e-183,-36.3583488137,1.93935878143e-289,-10.9221106674,9.03709125878e-28
CP002511,0.3193868324571911,0.22731416279803376,10.9566006126,6.17764644941e-28,-27.0152363337,9.78788100587e-161,-18.4937082715,2.32035353526e-76
CP002542,0.37032074734826975,0.30261239030937925,38.1590532102,0.0,-126.661859966,0.0,-74.5503629432,0.0
CP002548,0.28562652897750646,0.20245298713160342,17.1106490553,1.23614320012e-65,-31.3319148416,1.71584646933e-215,-18.5628185491,6.4243961968e-77
CP002628,0.6100735903864921,0.7482529593895774,-11.2149105437,3.44534592444e-29,-45.6241155652,0.0,-45.5318821122,0.0
CP002683,0.4267406404137122,0.3800570222857741,28.196538118,6.44797374181e-175,-13.3362342722,1.42476907064e-40,8.20433772717,2.31865461798e-16
CP002745,0.6102461132966255,0.7606240846970211,-42.9728102438,0.0,-79.9479311432,0.0,-92.8769873702,0.0
CP002831,0.46571824310298143,0.48129163531405966,38.0337785119,0.0,-53.7030780239,0.0,-20.2896808618,1.58621456752e-91
CP002959,0.5388488605373853,0.6215790326043154,-8.83264212135,1.02231704581e-18,-49.0535777783,0.0,-48.0428433703,0.0
CP003051,0.666063570674435,0.8427816303768003,7.09812468682,1.26461070028e-12,-60.3243187583,0.0,-42.6155907781,0.0
CP003154,0.6344688573401801,0.7757974414502536,-11.3626280311,6.41842648734e-30,-100.840001768,0.0,-92.8138004905,0.0
CP003236,0.6864618026106204,0.8516721135723055,19.0802668345,3.68373460997e-81,-80.1675113314,0.0,-45.9909576755,0.0
CP003283,0.38258462188721776,0.35173453869072857,29.4083437427,4.29565518796e-190,-64.960550114,0.0,-42.8529741299,0.0
CP003360,0.5074634881237468,0.5462788734399951,3.73322683098,0.000189042202766,-130.955908512,0.0,-111.863230154,0.0
CP003488,0.4278039587643238,0.3717241172581588,-9.97101809822,2.04125561065e-23,49.6865724674,0.0,39.9619534002,0.0
CP003557,0.41967010043652975,0.4458353001972661,-0.475785566363,0.634227153779,-129.620427834,0.0,-112.458571584,0.0
CP003607,0.4831715769190014,0.47961187591993515,25.8690734032,1.48468259468e-147,-53.7356657337,0.0,-24.0797518564,4.07465974253e-128
CP003653,0.37114859580208936,0.23714601969951962,31.1919241768,1.37105719991e-213,-73.6177099762,0.0,-41.2451364611,0.0
CP003837,0.41359856240451104,0.3573864055037145,-17.2265735382,1.67801547302e-66,23.489202436,5.25893907452e-122,6.65987059416,2.74068789241e-11
CP003940,0.3991095717349888,0.3427514963678667,-24.786463501,1.25469305589e-135,-15.2392175765,1.94181770364e-52,-29.9329848838,7.32729120982e-197
CP003985,0.4611935777207518,0.44584133050367375,-0.098490034809,0.921543184558,-49.8156610467,0.0,-42.3580248755,0.0
CP004393,0.665997308057792,0.849855823163157,52.7619860198,0.0,-94.9185013144,0.0,-41.8771753042,0.0
CP006745,0.4126795295100983,0.3121680649458725,2.09095690035,0.0365319276913,3.86440178317,0.000111361787478,4.90589599344,9.30017997356e-07
CP007031,0.6861564797665152,0.8768576988031427,-18.5135034914,1.60700623874e-76,-69.8846883134,0.0,-61.3881956973,0.0
CP007128,0.7292568298758993,0.949360818339822,16.74199168,6.47837922499e-63,-50.2428691653,0.0,-17.0891385793,1.78795504708e-65
CP007215,0.5503256327211973,0.627285903591577,-22.464212587,9.29447474015e-112,5.27959102901,1.2947254472e-07,-7.95109733409,1.84866623474e-15
CP007490,0.518740475445059,0.5203081466435935,18.6752918218,7.86588653944e-78,-19.5886764929,1.93146190977e-85,-3.65501990442,0.000257162025388
CP008876,0.4369594039802094,0.4050267607543369,1.2208493434,0.222143067231,-39.5451812645,0.0,-31.8690409918,7.17196938064e-223
CP009217,0.31657723607040483,0.19634432706696325,-8.73210798739,2.49969386104e-18,8.85767754106,8.16986332473e-19,0.0946210035897,0.924615866233
CP009621,0.4844620561861646,0.5249718887485854,-10.4082236662,2.27425552625e-25,-15.8780161896,8.99794708452e-57,-21.4165153594,9.37449045962e-102
CP010427,0.32617991853682204,0.2138155521510145,9.03421774743,1.65179568335e-19,15.2119400256,2.94679289039e-52,21.668653025,4.0544341786e-104
CR522870,0.4774580535425782,0.4824238288758859,-6.98794241578,2.78946826391e-12,-17.8289978493,4.20897995812e-71,-19.117903941,1.79164250855e-81
FM178379,0.4002548197146653,0.3115001291469553,3.00001154605,0.00269969372434,28.9730237134,1.43945026701e-184,29.422285901,2.84914294587e-190
FO538765,0.6022496842710559,0.7314003917586209,-42.775267255,0.0,-72.833505055,0.0,-87.1367787417,0.0
FP929041,0.3817016782973843,0.32901034472258595,-1.5168657818,0.129300574466,-30.3675855769,1.47228162028e-202,-26.1160464664,2.39652628741e-150
FP929061,0.37749580697040375,0.31646218727256326,10.2416687874,1.28991987429e-24,-58.5681053134,0.0,-41.915870736,0.0
HE804045,0.7263853641617779,0.9408041217018347,-47.1178410663,0.0,-23.9829096385,4.19320568815e-127,-53.1312019447,0.0
HG793133,0.28343267473662265,0.1622889161569286,5.40957446529,6.3174678803e-08,-4.91425899163,8.91188777443e-07,-0.206066512981,0.836738956151
AE000512,0.4646011006727097,0.5254215662609055,58.28194009,0.0,-105.319103669,0.0,-55.4059097678,0.0
AE001273,0.4173422983328902,0.3431861039632746,26.5393479245,3.40880129933e-155,-31.1350383779,8.08623559889e-213,-8.36529664981,5.99638648716e-17
AE004091,0.6725326583651025,0.878743299136474,-33.5647593092,5.48397671489e-247,-93.6879337557,0.0,-87.0511669002,0.0
AE005674,0.5213452028340662,0.5606161157995259,-18.6660463808,9.35252353047e-78,8.43046693265,3.44288666126e-17,-4.31085882236,1.62621710367e-05
AE008692,0.4783040375928473,0.45033855618702695,2.14746228882,0.0317564963365,-27.0978726165,1.04315104277e-161,-21.4672452429,3.15154366505e-102
AE013218,0.26365609063986933,0.12412520317861658,7.9979394178,1.26518590205e-15,-19.3837643242,1.05816031693e-83,-11.4097037671,3.74000830391e-30
AE015928,0.4396745019498862,0.44934245071941037,11.9393034845,7.38389178509e-33,-92.2681630452,0.0,-68.9477886521,0.0
AE016830,0.38181540490517335,0.3033486182061028,34.2504206199,4.29895402226e-257,-25.3791995622,4.27990218602e-142,1.38647046793,0.165603291896
AE017198,0.3503963637347474,0.24117851599935544,25.4854586295,2.857463615e-143,27.8957657471,3.00305580157e-171,42.4031839533,0.0
AE017285,0.6353530661438876,0.780466201985313,-57.0962009268,0.0,-43.3380609032,0.0,-76.1874308124,0.0
AL111168,0.30876430805863764,0.1911622793140543,33.1118022215,2.00994627659e-240,-61.0137561172,0.0,-28.3672719985,5.12553466669e-177
AM180252,0.34807466529859216,0.18279258687564315,2.23228905532,0.0255958647701,-4.06245886118,4.85585072549e-05,-2.03350634505,0.0420013931866
AM406670,0.6833803000603231,0.8793984147517747,-35.1835205604,3.57271325896e-271,-68.3982960032,0.0,-76.0466909599,0.0
AM747720,0.6746080524807326,0.8745464418156129,50.2205445672,0.0,-81.6824923622,0.0,-24.3991222268,1.74726755914e-131
AP006725,0.5886991020875549,0.7141023758744681,-32.2903566144,9.55346945813e-229,23.0957535053,5.10806085193e-118,0.579562518859,0.562209674953
AP008955,0.4798820093208698,0.5075428432177529,4.3395685727,1.42762714559e-05,-93.1984309074,0.0,-77.6345743239,0.0
AP009179,0.44808740322169555,0.48460705152413647,-18.271163208,1.40425319206e-74,-59.923310175,0.0,-65.7302170398,0.0
AP010656,0.338522153290761,0.2396957596501236,12.5925350176,2.32097859846e-36,-42.9760687859,0.0,-24.41459078,1.197076991e-131
AP011529,0.31135297184567257,0.21677080261431833,14.8297108326,9.41375969328e-50,-41.0866291375,0.0,-21.7104332966,1.6350901697e-104
AP012035,0.6833400460913468,0.8560904510936724,29.9982882017,1.03311236939e-197,-70.5548376487,0.0,-30.3131388168,7.69475091622e-202
AP012052,0.7050663779581839,0.9038103148334098,13.8879699879,7.49289627207e-44,-54.3934246787,0.0,-31.3689244354,5.37117772754e-216
AP012205,0.48693833584866913,0.49725165012733646,-35.067871862,2.08273783754e-269,-15.5631315912,1.29599610082e-54,-34.2837257059,1.37181357982e-257
AP012319,0.7138818869987676,0.9182175726053321,-1.77970473817,0.0751242946345,-24.039726645,1.06914170298e-127,-18.8357845454,3.84388577923e-79
AP012338,0.7331149115745128,0.9482978045031665,8.19395558961,2.52778363641e-16,-42.3848047911,0.0,-20.4525107743,5.70613367803e-93
AP013063,0.6136395602590782,0.7811916239534215,-38.525605313,0.0,-27.7225208992,3.73767881953e-169,-49.1223441218,0.0
AP014583,0.3269853942200925,0.21082646239335145,19.697213976,2.27816246705e-86,-23.4262846279,2.3069505374e-121,-9.45806396611,3.13697364409e-21
BA000012,0.63586764081016,0.7979748586812354,-1.27582902114,0.202015966259,-109.289793294,0.0,-94.0352151183,0.0
BA000045,0.6298453406067768,0.7702691441172144,-50.6618237854,0.0,-104.6967993,0.0,-118.929191038,0.0
BX908798,0.36170784888853913,0.26626445480506034,34.597158164,2.78771216438e-262,-41.7262645594,0.0,-14.4879024691,1.44488006248e-47
CP000061,0.2862611376005394,0.19426877241027188,14.7588129058,2.69991222493e-49,-25.3936357584,2.96500862511e-142,-13.3489029892,1.20206078175e-40
CP000107,0.3104652294000956,0.18788239374107152,-6.79265935239,1.100851098e-11,0.694400996337,0.487430769077,-5.05151314866,4.38323756721e-07
CP000127,0.513740468133309,0.5236941548247879,-11.2960334811,1.37279587899e-29,-6.50101416727,7.97803171898e-11,-13.5860095141,4.84801100653e-42
CP000154,0.4691894185237652,0.4721245257696696,-37.1656354818,2.45117900001e-302,-39.9413407913,0.0,-58.2318393795,0.0
CP000232,0.5706074878970236,0.6587165920861046,-19.8964521503,4.36771933808e-88,7.46711658549,8.19711384981e-14,-7.05842664512,1.68398352368e-12
CP000251,0.7494502408656927,0.972343823751456,-5.38394390553,7.2871221739e-08,-33.8363873398,5.75520449264e-251,-21.255058489,2.95993108401e-100
CP000282,0.466309784507756,0.44841041347204935,-29.7726964807,8.81854763619e-195,-31.4734199841,2.0076014913e-217,-46.5476532565,0.0
CP000360,0.5898851927213626,0.7192985494437245,26.1640592709,6.81902662087e-151,-95.9693178774,0.0,-69.2736030248,0.0
CP000393,0.36832029462704247,0.25470575318686717,22.126956462,1.73927575076e-108,-38.7317935724,0.0,-18.6186614208,2.26812993371e-77
CP000449,0.6317199841727881,0.7572212003881862,10.6017371209,2.92496021448e-26,-30.3897366946,7.506351432e-203,-19.1491917432,9.83005781649e-82
CP000474,0.6287107979479573,0.7542904414417698,-15.9098150065,5.41733274836e-57,-25.3962188525,2.77647198085e-142,-31.1670840976,2.9768881794e-213
CP000510,0.4142706652379176,0.36308280815040717,-23.2802718449,7.02481048474e-120,30.7620217679,8.44505892511e-208,10.4427410085,1.58176331127e-25
CP000555,0.6945508263943289,0.9050714110750829,-19.1983763566,3.81842573525e-82,-66.5698222723,0.0,-63.0744598881,0.0
CP000667,0.6991731004097996,0.8620988770834117,-47.2853909282,0.0,-9.18221579515,4.22310496695e-20,-39.058019365,0.0
CP000747,0.7171859115179123,0.9431111524462162,22.2670528332,7.71088540449e-110,-44.0941418318,0.0,-9.151915973,5.59325851745e-20
CP000781,0.680246048461197,0.8699390950337534,-37.2801147468,3.4467123891e-304,-63.7321604524,0.0,-78.521500044,0.0
CP000828,0.4848538908123442,0.4750221280254066,13.0313423288,8.116702442e-39,-14.5066786737,1.0991521522e-47,-2.58710126101,0.00967871441188
CP000884,0.6736117021943429,0.8609298904271139,-132.457963742,0.0,-70.6738028127,0.0,-146.021640991,0.0
CP000922,0.4211542356044093,0.38038805930667796,1.45673062511,0.145190752584,-34.2987932118,8.17921623156e-258,-27.9264487781,1.27396807082e-171
CP001016,0.5836579241973641,0.6658423132624758,15.7002412151,1.50668080551e-55,-83.1368364928,0.0,-62.3989714123,0.0
CP001080,0.32084590074033453,0.22511543671088,24.7383633457,4.13671948018e-135,-39.9877775222,0.0,-14.8691361985,5.22835659558e-50
CP001102,0.3617610342739194,0.26859971039460284,0.258681613291,0.795880907275,4.54664205347,5.45085846187e-06,4.0280375786,5.62443553204e-05
CP001132,0.5963099841222087,0.6919158522304844,-42.9831361253,0.0,-62.4606126539,0.0,-80.4419819326,0.0
CP001157,0.6660049589995833,0.8556093484337627,-35.9942835879,1.02781373615e-283,-102.915112451,0.0,-105.261456747,0.0
CP001279,0.33638882310697293,0.2702757000679978,-5.36280160448,8.194099e-08,-27.9707692183,3.68564366666e-172,-30.1034978987,4.36059037443e-199
CP001357,0.28249120865197275,0.15724357874926412,-12.8012615193,1.61309262148e-37,-32.9893406596,1.15495448475e-238,-39.4632282638,0.0
CP001616,0.49901291909450823,0.510229899801326,-15.2290146736,2.26986598437e-52,3.78837875787,0.000151633559734,-6.251936556,4.05394087061e-10
CP001631,0.6848877432898204,0.8271970461677575,8.99072185032,2.45611916417e-19,-45.4146869407,0.0,-32.6401253296,1.1064600097e-233
CP001654,0.5631294685348739,0.6588620231876248,-51.5417312785,0.0,-23.7935981072,3.89041035304e-125,-53.2858351694,0.0
CP001682,0.5142792486021772,0.4951697027311734,-24.5024922877,1.3894988948e-132,-19.1621652495,7.6618607698e-82,-31.2716540453,1.13373006257e-214
CP001699,0.4629834067508879,0.48019834345186796,-43.9778321981,0.0,-46.3377867543,0.0,-66.8123626668,0.0
CP001715,0.6441597992335606,0.7976488819230162,-6.65871290246,2.76235925964e-11,-100.905238998,0.0,-88.2785360648,0.0
CP001738,0.723458468027001,0.9344376141855092,-76.9210989333,0.0,1.7080831314,0.0876209184238,-54.9979412547,0.0
CP001778,0.6878046177266195,0.8888702365334307,-83.7983463701,0.0,-39.48354074,0.0,-81.9397800561,0.0
CP001804,0.7001839891891123,0.8979464723936952,-119.037901188,0.0,-89.384573769,0.0,-138.480513888,0.0
CP001819,0.7221255171194192,0.9373598972369847,-14.6911494596,7.34570617104e-49,-19.0756536039,4.02360636185e-81,-22.9991360403,4.75500110413e-117
CP001848,0.5800964137038104,0.6538050270559269,48.337419947,0.0,-177.410660977,0.0,-118.715066044,0.0
CP001896,0.6503930626011356,0.8122566459369426,-29.0683623922,9.01923472276e-186,-77.6723399159,0.0,-80.6412368576,0.0
CP001965,0.5830305694876747,0.7220658039399851,-49.0741493235,0.0,-90.90943761,0.0,-107.417740497,0.0
CP002000,0.7193665741187514,0.9344195038609822,-2.29640089889,0.0216529696306,-44.8050479651,0.0,-31.7723796687,1.55873373248e-221
CP002026,0.6855199842021552,0.893568089926304,3.58685550854,0.000334689657563,-72.3500936908,0.0,-45.3678560957,0.0
CP002048,0.5167457590138003,0.5746644676562214,-2.74457681485,0.00605889728546,-40.6340263637,0.0,-32.0330110082,3.78565260606e-225
CP002102,0.6893266409315721,0.8851748390177996,18.1139371315,2.47404571114e-73,-61.8543073013,0.0,-36.9793961713,2.45515529656e-299
CP002131,0.47934553586235173,0.5376079500214369,-3.12852056144,0.0017568871827,-45.0859026671,0.0,-39.5073353364,0.0
CP002175,0.30692912944204764,0.15401435755918533,31.6947583191,1.83479423174e-220,0.607136297049,0.543760463746,25.6428651895,5.07841473744e-145
CP002305,0.41000636494405024,0.3881819290613729,34.1735879417,5.96929319137e-256,-18.3054861088,7.48212362068e-75,6.79489113229,1.08394351111e-11
CP002349,0.3615028078391916,0.2963916113315341,25.0348063773,2.55570970454e-138,-29.4705088836,6.87558213823e-191,-10.1205161255,4.48046662627e-24
CP002371,0.36655626054259555,0.2605999844841888,8.05083815058,8.22289514468e-16,-24.7219613023,6.21017678272e-135,-15.9160817617,4.90124995506e-57
CP002432,0.5689745883197693,0.684823922219189,-45.1153553891,0.0,-28.9793240049,1.19899778038e-184,-53.4065436895,0.0
CP002455,0.36765932817402386,0.309780832841199,29.7288645325,3.2536477798e-194,-106.354423952,0.0,-67.3697158712,0.0
CP002512,0.43174105930065587,0.41435115061043487,16.2642254065,1.77092477096e-59,55.3796747013,0.0,56.7017946665,0.0
CP002543,0.34810932109723014,0.23923890081183352,39.3830363838,0.0,-51.6419769438,0.0,-14.1928294531,1.01480129955e-45
CP002563,0.35998655170719857,0.25742434580434426,28.2091341421,4.51803345172e-175,-21.2058487245,8.43356285757e-100,0.975186556532,0.329467729351
CP002629,0.5435386319107249,0.6240940250378535,-27.100960202,9.5931152636e-162,-26.5595865778,1.9902795134e-155,-37.4021511793,3.60509780184e-306
CP002690,0.3435857785605895,0.26476741334845133,22.3011027131,3.60506913828e-110,-50.56405315,0.0,-25.0929555307,5.93673238238e-139
CP002776,0.4760351537268639,0.45749922440796476,-16.5368998002,1.99003794093e-61,24.7769267961,1.58980324532e-135,9.61573185949,6.86196130031e-22
CP002858,0.38827833752043317,0.36650681123158185,-5.60062195987,2.13584074612e-08,-61.4851693275,0.0,-61.4934285305,0.0
CP002961,0.3672860280448031,0.2833196180770835,25.5916062506,1.89178586263e-144,-53.1247941863,0.0,-30.7119851132,3.93770368449e-207
CP003075,0.6198739714687391,0.7534650173089762,-14.3911666191,5.87956976138e-47,-117.821765,0.0,-106.00593777,0.0
