acc,gc,gc3,TAA_1_a3,TAA_1_a6,TAG_1_a3,TAG_1_a6,TAA_2_t3,TAA_2_t6,TAG_2_t3,TAG_2_t6,TGA_2_t3,TGA_2_t6
AP009152,0.7127274790965155,0.9339657843974323,0.00906344410876133,0.0030211480362537764,0.012009890498057224,0.009184033910279053,0.024844720496894408,0.031055900621118012,0.06153846153846154,0.15384615384615385,0.051541425818882464,0.07225433526011561
AP012046,0.3672560324752774,0.27339179687927134,0.05986394557823129,0.11972789115646258,0.2028985507246377,0.2659846547314578,0.7555555555555555,0.7118773946360153,0.5847750865051903,0.71280276816609,0.775,0.7538888888888889
AP012342,0.5074988969252041,0.5389520224105314,0.018231540565177756,0.06927985414767548,0.036290322580645164,0.07190860215053764,0.3656597774244833,0.5882352941176471,0.25555555555555554,0.5444444444444444,0.6260162601626016,0.6626016260162602
BA000045,0.6298453406067768,0.7702691441172144,0.04239401496259352,0.017456359102244388,0.04342653182629387,0.06543723973825104,0.1162136832239925,0.24461105904404873,0.1021021021021021,0.26576576576576577,0.1384809064204784,0.443978178766261
CP000117,0.4262251321239368,0.3534505888133022,0.15284492376348086,0.09929341762737078,0.3630810994231422,0.22802850356294538,0.665648854961832,0.6427480916030535,0.5887323943661972,0.6281690140845071,0.8052523874488404,0.7169167803547067
CP000269,0.552661256440307,0.6250718789738804,0.03202195791399817,0.0384263494967978,0.10506950122649224,0.214227309893704,0.4444444444444444,0.5632183908045977,0.17739628040057226,0.3218884120171674,0.5186190845616757,0.5558572536850271
CP000462,0.6292920976942771,0.8159314279566859,0.03571428571428571,0.05036630036630037,0.043549712407559574,0.10230073952341824,0.0949529512403764,0.23438836612489308,0.032569360675512665,0.17973462002412546,0.4314018691588785,0.4194392523364486
CP000686,0.6102337476568274,0.6936169250938022,0.01818181818181818,0.04633431085043988,0.03050595238095238,0.06919642857142858,0.23800564440263405,0.5117591721542804,0.07085561497326204,0.37032085561497324,0.479762428508579,0.6031676198856137
CP000885,0.3635682780410742,0.2859273467351359,0.19451294697903823,0.3150431565967941,0.3443512580167736,0.42377898371978295,0.7198990627253065,0.7440519105984138,0.6009852216748769,0.7027914614121511,0.8362944162436549,0.7944162436548223
CP001102,0.3617610342739194,0.26859971039460284,0.19553072625698323,0.4134078212290503,0.43302752293577984,0.41284403669724773,0.7022222222222222,0.68,0.6350877192982456,0.5614035087719298,0.8241563055062167,0.7868561278863233
CP001341,0.6689329909324039,0.8349624409789558,0.012484394506866416,0.00749063670411985,0.04494688095886679,0.051484609098338324,0.04311377245508982,0.09341317365269461,0.037037037037037035,0.14351851851851852,0.26372278442195646,0.1858325666973321
CP001678,0.45947175886135033,0.3902552979779665,0.1580188679245283,0.18474842767295596,0.03688760806916427,0.13314121037463977,0.5473032714412025,0.6949602122015915,0.39800995024875624,0.4527363184079602,0.7922170653338093,0.708675473045341
CP001744,0.5449586082071253,0.577398865679864,0.02948207171314741,0.027091633466135457,0.026282457251424952,0.07188093730208993,0.3130016051364366,0.4582664526484751,0.10920436817472699,0.5538221528861155,0.5861291232027065,0.616295460952918
CP001854,0.7305483556414565,0.9425255134897605,0.01694915254237288,0.00211864406779661,0.0021172638436482085,0.010586319218241042,0.0016835016835016834,0.03367003367003367,0.0071301247771836,0.053475935828877004,0.029609279609279608,0.08180708180708181
CP002028,0.467442125542953,0.48954682806465455,0.2732805842970176,0.20511259890444308,0.23170731707317074,0.24390243902439024,0.5253980288097043,0.5094768764215315,0.15112540192926044,0.5530546623794212,0.6511627906976745,0.5567715458276333
CP002175,0.30692912944204764,0.15401435755918533,0.3257173219978746,0.14293304994686504,0.451568894952251,0.15552523874488403,0.919202518363064,0.9024134312696747,0.6215384615384615,0.88,0.975103734439834,0.8904564315352697
CP002403,0.4541809768230922,0.4757016497512265,0.4580973952434881,0.4762174405436014,0.31263232180663375,0.4643613267466479,0.4525660964230171,0.5925349922239502,0.05956678700361011,0.5252707581227437,0.7524813895781638,0.6892059553349876
CP002547,0.4743938686420233,0.5179942681761824,0.08718214841722885,0.12454592631032693,0.10658307210031348,0.13918495297805641,0.5576923076923077,0.628698224852071,0.0730593607305936,0.4748858447488584,0.6698591549295775,0.6580281690140845
CP002825,0.3142252133424444,0.1826390998789678,0.3885470894462849,0.31803123521060106,0.3748148148148148,0.37407407407407406,0.6822698744769874,0.7186192468619247,0.7562189054726368,0.7437810945273632,0.6347501167678655,0.8547407753386268
CP003178,0.45906183709070575,0.4961670936879324,0.1362987630827783,0.16793529971455756,0.2910718606339221,0.31889668521654974,0.4899089829837752,0.5243371586861891,0.14397759103641455,0.4414565826330532,0.6071353620146904,0.6728226652675761
CP003495,0.6948170145125205,0.8793126275331018,0.005319148936170213,0.013297872340425532,0.005031446540880503,0.015932914046121592,0.09251101321585903,0.15638766519823788,0.024675324675324677,0.11298701298701298,0.23978599221789884,0.23540856031128404
CP003869,0.4589259339354815,0.48223884611078344,0.08842794759825327,0.13537117903930132,0.08295964125560538,0.2055306427503737,0.5612708018154312,0.5937972768532527,0.12910798122065728,0.5,0.6904761904761905,0.6716791979949874
CP006745,0.4126795295100983,0.3121680649458725,0.2920353982300885,0.25663716814159293,0.383587786259542,0.3053435114503817,0.6928702010968921,0.7129798903107861,0.5614035087719298,0.5526315789473685,0.765625,0.80078125
CP007452,0.44981215249239126,0.4824710145151758,0.7024346257889991,0.5888187556357078,0.2781520692974013,0.2685274302213667,0.2713936430317848,0.4718826405867971,0.1,0.2675,0.5014749262536873,0.5530973451327433
CP010311,0.581190651349669,0.691793614694899,0.043478260869565216,0.030434782608695653,0.030042918454935622,0.05525751072961373,0.1991701244813278,0.39280774550484093,0.038461538461538464,0.2902097902097902,0.48484848484848486,0.5141739980449658
FP565809,0.33872525410011073,0.23673543597132335,0.47729618163054693,0.37874097007223945,0.5443037974683544,0.32730560578661844,0.6725043782837128,0.7338003502626971,0.5472222222222223,0.6222222222222222,0.8,0.7877675840978593
HG938353,0.6239599564605036,0.7840354181651593,0.014147431124348473,0.03276247207743857,0.019106107130672127,0.04332992152848857,0.09137577002053388,0.43634496919917864,0.03879310344827586,0.1724137931034483,0.18234048986997278,0.40792258844874507
AE000516,0.6581958559860726,0.7929026049932626,0.045098039215686274,0.01764705882352941,0.038492597577388966,0.0718707940780619,0.10416666666666667,0.19661458333333334,0.15126050420168066,0.17086834733893558,0.19284398842409892,0.26519337016574585
AE008917,0.5838707591177207,0.6739487464495078,0.0413589364844904,0.06351550960118169,0.019543973941368076,0.033387622149837134,0.28018223234624146,0.6947608200455581,0.15306122448979592,0.2857142857142857,0.40413793103448276,0.6558620689655172
AE017198,0.3503963637347474,0.24117851599935544,0.15822784810126583,0.043512658227848104,0.34496919917864477,0.22176591375770022,0.7761467889908257,0.7957186544342507,0.7550200803212851,0.6867469879518072,0.8430792005921539,0.7772020725388601
AM398681,0.33321696917251153,0.24412027242285708,0.31149927219796214,0.21348859776807375,0.38122605363984674,0.22701149425287356,0.6054945054945055,0.7347985347985349,0.6629213483146067,0.7265917602996255,0.6990504017531045,0.8078889700511322
AP009153,0.645914710160593,0.7710329935402597,0.001451378809869376,0.013062409288824383,0.017278106508875738,0.09822485207100591,0.015822784810126583,0.2742616033755274,0.07364341085271318,0.33527131782945735,0.338628762541806,0.49247491638795987
AP012047,0.2727812492107672,0.11528175507377098,0.3623877443211833,0.19809825673534073,0.30813287514318444,0.2611683848797251,0.8272552783109405,0.8128598848368522,0.8801652892561983,0.8429752066115702,0.9669711876317639,0.9051300070274069
AP012547,0.6386345752506073,0.8084615892784064,0.019204389574759947,0.010973936899862825,0.031839128613322165,0.06912442396313365,0.08248730964467005,0.29314720812182743,0.04884318766066838,0.2185089974293059,0.22475691847419596,0.3507853403141361
BX119912,0.5554453923203267,0.6167404482913237,0.019000703729767768,0.019704433497536946,0.02040816326530612,0.052653061224489796,0.07836372597338591,0.3430261212419911,0.11823480432972523,0.41715237302248126,0.43452075858534084,0.4873141978472578
CP000127,0.513740468133309,0.5236941548247879,0.10669781931464174,0.08800623052959501,0.20068027210884354,0.15702947845804988,0.6285403050108932,0.6230936819172114,0.31422018348623854,0.4105504587155963,0.698744769874477,0.7160789001793186
CP000270,0.6347388300822911,0.7866642380886134,0.021645021645021644,0.01443001443001443,0.025159139133070628,0.06456501970294029,0.13774597495527727,0.2745974955277281,0.08531746031746032,0.22817460317460317,0.10631328171530673,0.33263847528290647
CP000471,0.5489433019951964,0.6127553923343506,0.05498533724340176,0.09017595307917889,0.024092297251442144,0.13165931455717678,0.3806509945750452,0.49547920433996384,0.12190650779101742,0.3290559120073327,0.7339041095890411,0.6719178082191781
CP000699,0.6905264058375387,0.8969970039573137,0.014705882352941176,0.043137254901960784,0.0036101083032490976,0.01279947489333771,0.0706713780918728,0.38633686690223795,0.013452914798206279,0.053811659192825115,0.07033828382838284,0.367986798679868
CP000896,0.3229072026355249,0.20930449665473783,0.1111111111111111,0.27296587926509186,0.2761780104712042,0.4973821989528796,0.6993076162215628,0.6330365974282888,0.8482758620689655,0.8551724137931035,0.9166666666666666,0.792572463768116
CP001103,0.4568106682456383,0.4329234606222018,0.12661106899166036,0.13570887035633056,0.1974880900822867,0.2949328713728887,0.5255767301905717,0.44784353059177534,0.40796703296703296,0.45604395604395603,0.5412293853073463,0.5325337331334333
CP001357,0.28249120865197275,0.15724357874926412,0.557398805573988,0.6755142667551427,0.4167650531286895,0.4474616292798111,0.888417079499882,0.9020995517810805,0.1044776119402985,0.7283582089552239,0.9341736694677871,0.9005602240896359
CP001681,0.4285353544855289,0.42546860753922094,0.0979020979020979,0.20361990950226244,0.2835299257317606,0.3381389252948886,0.4172512340867758,0.5882047285009093,0.21382978723404256,0.5670212765957446,0.677536231884058,0.688768115942029
CP001751,0.49711731582562213,0.47938581761585436,0.10917721518987342,0.12183544303797468,0.04606240713224369,0.1426448736998514,0.6526315789473685,0.6336842105263157,0.432,0.464,0.786046511627907,0.7375415282392026
CP001859,0.5727718240130935,0.7152837333754928,0.023014959723820484,0.031070195627157654,0.05393258426966292,0.10861423220973783,0.17298937784522003,0.4006069802731411,0.013029315960912053,0.24429967426710097,0.5787728026533997,0.49834162520729686
CP002039,0.6437570093073313,0.8274398115327821,0.01599247412982126,0.01317027281279398,0.03798947983635301,0.03419053185271771,0.08012568735271014,0.3519245875883739,0.041708043694141016,0.15789473684210525,0.3983949555746632,0.36801375752364573
CP002209,0.6125071461502997,0.7606883408853812,0.02269861286254729,0.02648171500630517,0.026487523992322456,0.11362763915547025,0.20018198362147407,0.16560509554140126,0.0380952380952381,0.273015873015873,0.46755302310857866,0.32288698955365625
CP002432,0.5689745883197693,0.684823922219189,0.05929487179487179,0.08253205128205128,0.05511811023622047,0.11447607510599636,0.4033722438391699,0.4098573281452659,0.06333333333333334,0.3233333333333333,0.553322166387493,0.4623115577889447
CP002548,0.28562652897750646,0.20245298713160342,0.21978021978021978,0.09478021978021978,0.2440677966101695,0.06440677966101695,0.6385869565217391,0.7228260869565217,0.7777777777777778,0.7962962962962963,0.8507042253521127,0.7577464788732394
CP002829,0.30724833339601865,0.170903696760767,0.418702023726448,0.18911374738311235,0.5119453924914675,0.13993174061433447,0.8268608414239482,0.8236245954692557,0.7816091954022989,0.7931034482758621,0.8945233265720081,0.8296146044624746
CP003198,0.4863360703551902,0.5382772437497216,0.48688352570828963,0.4123819517313746,0.18985606579849212,0.22069910897875258,0.482421875,0.43359375,0.1306532663316583,0.3065326633165829,0.4755677907777013,0.534755677907777
CP003532,0.457639948559967,0.48485235012394406,0.44221105527638194,0.19669777458722182,0.2383177570093458,0.1711448598130841,0.28640776699029125,0.4405339805825243,0.28205128205128205,0.532051282051282,0.5317705120296113,0.6372609500308452
CP003879,0.3538457353987457,0.2853129369559992,0.21887550200803213,0.22048192771084338,0.24335664335664337,0.17202797202797201,0.6973012399708242,0.7275711159737418,0.6199186991869918,0.717479674796748,0.7219983883964545,0.7554391619661563
CP006772,0.42177885282775956,0.4231257753702374,0.3921232876712329,0.3396118721461187,0.21267723102585487,0.2735613010842369,0.42175683536940084,0.5828970331588132,0.19607843137254902,0.5098039215686274,0.7030791788856305,0.6524926686217009
CP007490,0.518740475445059,0.5203081466435935,0.1632183908045977,0.013793103448275862,0.14516129032258066,0.08770161290322581,0.3132530120481928,0.363855421686747,0.26126126126126126,0.2702702702702703,0.6153028692879915,0.37725823591923485
CP010327,0.34975680237524465,0.26840705125763564,0.12804097311139565,0.28851899274434484,0.485191168551427,0.43026386645126546,0.6802230239422762,0.6664480157428665,0.8654485049833887,0.7657807308970099,0.8524590163934426,0.7655240933929458
FP929003,0.5938622955710724,0.7056680228220765,0.01748971193415638,0.03497942386831276,0.03728923476005188,0.07555123216601815,0.2469733656174334,0.4661016949152542,0.1378504672897196,0.3247663551401869,0.34886452623335945,0.5003915426781519
LN614830,0.4093863356197977,0.3511778996110015,0.14124929656724816,0.1108610016882386,0.1694915254237288,0.20781134856300662,0.6895424836601307,0.6770152505446623,0.4090909090909091,0.5795454545454546,0.764525993883792,0.7737003058103975
